moment_id,set_id,play_id,serialNumber
848361,26,409,462
853027,26,409,628
852011,26,409,612
854915,26,409,891
863284,26,409,1135
1047118,26,470,1954
1086164,26,470,3375
1026494,26,470,955
891922,26,409,2148
1038607,26,470,1318
863368,26,409,1219
904225,26,410,2201
896179,26,410,1655
905371,26,410,2597
1590860,26,455,8387
1301420,26,455,4630
1676015,26,455,9681
1538926,26,455,7453
1299877,26,455,4462
1526631,26,455,7033
1512031,26,455,5433
1508585,26,455,5112
1523792,26,455,6569
1589674,26,455,8326
1585519,26,455,7921
1517812,26,455,5714
1520991,26,455,6393
1526435,26,455,6962
1677369,26,455,9912
1519261,26,455,6038
1520633,26,455,6285
1520674,26,455,6326
1523816,26,455,6593
1674301,26,455,9342
1674323,26,455,9364
1521072,26,455,6474
1677122,26,455,9789
1675052,26,455,9468
1583877,26,455,7779
1673110,26,455,9151
1677104,26,455,9771
1382057,26,480,5959
1526670,26,455,7072
1521086,26,455,6488
1526714,26,455,7116
1523830,26,455,6607
1672473,26,455,9013
1585858,26,455,8010
1401380,26,480,7032
1532183,26,455,7210
1585541,26,455,7943
1591856,26,455,8758
1675366,26,455,9532
1532208,26,455,7235
1538946,26,455,7473
1592219,26,455,8996
1583696,26,455,7598
1592106,26,455,8883
1591848,26,455,8750
1591427,26,455,8579
1585877,26,455,8029
1672468,26,455,9008
1585937,26,455,8089
1589638,26,455,8290
1591370,26,455,8522
1591810,26,455,8712
1591754,26,455,8656
992793,26,455,1879
994682,26,455,2143
993898,26,455,2109
993907,26,455,2118
1677160,26,455,9827
1677341,26,455,9884
1090672,26,455,3758
1673124,26,455,9165
998830,26,455,3166
1068469,26,455,3555
1299634,26,455,4344
1299806,26,455,4391
1674257,26,455,9298
1590919,26,455,8446
1674258,26,455,9299
1030984,26,455,3445
1519250,26,455,6027
1521081,26,455,6483
1517807,26,455,5709
1537493,26,455,7270
1526405,26,455,6932
1585906,26,455,8058
1589620,26,455,8272
990236,26,455,1322
877812,26,409,1913
1353546,26,510,4256
1352848,26,510,4058
1353024,26,510,4234
1353563,26,510,4273
1353659,26,510,4369
1353588,26,510,4298
1353695,26,510,4405
1353776,26,510,4486
1497915,26,510,6817
1497419,26,510,6696
1353742,26,510,4452
1352967,26,510,4177
1497388,26,510,6665
1507301,26,510,7328
1617848,26,510,7875
1356851,26,510,4936
1470439,26,510,5216
1500494,26,510,6896
1617177,26,510,7704
1497441,26,510,6718
1356304,26,510,4639
1495935,26,510,6587
1356407,26,510,4742
1507268,26,510,7295
1356694,26,510,4779
1354919,26,510,4504
1356747,26,510,4832
1355034,26,510,4619
1356911,26,510,4996
1356305,26,510,4640
1356670,26,510,4755
1356776,26,510,4861
1473267,26,510,5294
1470402,26,510,5179
1470189,26,510,5091
1356382,26,510,4717
1356768,26,510,4853
1473229,26,510,5256
1473269,26,510,5296
1356368,26,510,4703
1473309,26,510,5336
1470435,26,510,5212
1495956,26,510,6608
1636649,26,510,8051
1473310,26,510,5337
1636662,26,510,8064
1477702,26,510,5729
1653133,26,510,8660
1719148,26,510,9859
1719133,26,510,9844
1486876,26,510,6028
939133,26,409,3609
912651,26,409,2877
1272554,26,510,3764
1474005,26,510,5407
1715584,26,510,9166
1474035,26,510,5437
1491225,26,510,6127
1622939,26,510,7966
1477717,26,510,5744
1483009,26,510,5911
1483032,26,510,5934
1493653,26,510,6305
1486861,26,510,6013
1491236,26,510,6138
1483045,26,510,5947
1491322,26,510,6224
1491235,26,510,6137
877847,26,409,1948
1473984,26,510,5386
1495922,26,510,6574
1497361,26,510,6638
1501821,26,510,7098
1507385,26,510,7412
1506443,26,510,7220
1507394,26,510,7421
1501827,26,510,7104
1493657,26,510,6309
1615393,26,510,7545
1507412,26,510,7439
1507423,26,510,7450
1615351,26,510,7503
941898,26,409,3749
1615369,26,510,7521
1497878,26,510,6780
1615445,26,510,7597
1615403,26,510,7555
1615446,26,510,7598
1615451,26,510,7603
1617119,26,510,7646
1617120,26,510,7647
1622955,26,510,7982
1615421,26,510,7573
1622920,26,510,7947
1622849,26,510,7876
1617802,26,510,7829
877816,26,409,1917
1622938,26,510,7965
1637670,26,510,8322
1636650,26,510,8052
1637689,26,510,8341
1637605,26,510,8257
1641955,26,510,8482
1637045,26,510,8197
1636671,26,510,8073
1641950,26,510,8477
1622898,26,510,7925
1637040,26,510,8192
935934,26,409,3035
1637609,26,510,8261
1649742,26,510,8519
1637666,26,510,8318
1653102,26,510,8629
1280652,26,510,3987
941799,26,409,3650
1653146,26,510,8673
1653159,26,510,8686
1658138,26,510,8790
1716333,26,510,9290
1653154,26,510,8681
1653149,26,510,8676
1658133,26,510,8785
1653143,26,510,8670
1719075,26,510,9786
1719692,26,510,9903
1716903,26,510,9611
1719126,26,510,9837
1719099,26,510,9810
1719682,26,510,9893
1718802,26,510,9637
868724,26,409,1575
1506448,26,510,7225
1716294,26,510,9251
1716875,26,510,9583
1653193,26,510,8720
1716797,26,510,9505
1719105,26,510,9816
1658989,26,510,8891
1658211,26,510,8863
1658102,26,510,8754
1659031,26,510,8933
1658099,26,510,8751
1714632,26,510,9089
1659039,26,510,8941
1216850,26,510,2060
1653196,26,510,8723
1658123,26,510,8775
1653182,26,510,8709
1087384,26,480,2970
1356326,26,510,4661
1659074,26,510,8976
1659080,26,510,8982
1715554,26,510,9136
1715581,26,510,9163
1716439,26,510,9396
1716879,26,510,9587
1716857,26,510,9565
1716529,26,510,9486
1719706,26,510,9917
1716861,26,510,9569
1716457,26,510,9414
1716808,26,510,9516
1716807,26,510,9515
1229774,26,510,2359
1245385,26,510,2970
1245352,26,510,2937
1245399,26,510,2984
1356714,26,510,4799
1352847,26,510,4057
1719074,26,510,9785
1719054,26,510,9765
1356741,26,510,4826
1243262,26,510,2847
1641881,26,510,8408
1649807,26,510,8584
1475744,26,510,5521
1486966,26,510,6118
1486945,26,510,6097
1495492,26,510,6394
1473276,26,510,5303
1470431,26,510,5208
1636700,26,510,8102
1477672,26,510,5699
1507286,26,510,7313
1636623,26,510,8025
1636681,26,510,8083
1495940,26,510,6592
1637043,26,510,8195
1506455,26,510,7232
1501767,26,510,7044
1217684,26,510,2144
1216912,26,510,2122
1236884,26,510,2719
1270463,26,510,3548
1355002,26,510,4587
1271202,26,510,3662
1355017,26,510,4602
1473328,26,510,5355
1270508,26,510,3593
1483094,26,510,5996
1356870,26,510,4955
1716523,26,510,9480
1500577,26,510,6979
1615402,26,510,7554
1653132,26,510,8659
1229756,26,510,2341
1641862,26,510,8389
1254587,26,510,3047
1254638,26,510,3098
1266706,26,510,3416
1280572,26,510,3907
1356881,26,510,4966
1280658,26,510,3993
1473344,26,510,5371
1236899,26,510,2734
1483067,26,510,5969
1482247,26,510,5774
1636601,26,510,8003
1497349,26,510,6626
1617728,26,510,7755
1493617,26,510,6269
1495511,26,510,6413
1716298,26,510,9255
1204549,26,510,1384
1214573,26,510,1783
1235631,26,510,2591
1213494,26,510,1704
1270454,26,510,3539
1270477,26,510,3562
1210855,26,510,1565
1235547,26,510,2507
1258353,26,510,3313
1257122,26,510,3207
1280662,26,510,3997
1353012,26,510,4222
1356910,26,510,4995
1272656,26,510,3866
1272649,26,510,3859
1188043,26,510,628
1188150,26,510,735
1188046,26,510,631
1190154,26,510,864
1193744,26,510,954
1615371,26,510,7523
1658103,26,510,8755
1718863,26,510,9698
1491237,26,510,6139
1354935,26,510,4520
1482997,26,510,5899
1500498,26,510,6900
1473265,26,510,5292
1615431,26,510,7583
1615437,26,510,7589
1716518,26,510,9475
1497358,26,510,6635
1617767,26,510,7794
1190045,26,510,755
1190042,26,510,752
1193787,26,510,997
1190077,26,510,787
1591750,26,455,8652
1674226,26,455,9267
1297950,26,455,4035
1583908,26,455,7810
1302414,26,455,4999
1517760,26,455,5662
1583881,26,455,7783
1585888,26,455,8040
1508592,26,455,5119
1589110,26,455,8137
1592173,26,455,8950
1526354,26,455,6881
1583608,26,455,7510
1526685,26,455,7087
1676020,26,455,9686
1675082,26,455,9498
1537484,26,455,7261
1675044,26,455,9460
1672576,26,455,9116
1538927,26,455,7454
1589192,26,455,8219
1591361,26,455,8513
1589715,26,455,8367
1591951,26,455,8853
1299551,26,455,4261
998734,26,455,3070
1592193,26,455,8970
1675354,26,455,9520
1583756,26,455,7658
994784,26,455,2245
993908,26,455,2119
1525396,26,455,6798
998608,26,455,2944
998462,26,455,2798
1590962,26,455,8489
1583758,26,455,7660
1299663,26,455,4373
1299852,26,455,4437
1509164,26,455,5191
1517762,26,455,5664
1585948,26,455,8100
1589117,26,455,8144
1517777,26,455,5679
1301266,26,455,4601
1518083,26,455,5860
1520713,26,455,6365
1526605,26,455,7007
1532199,26,455,7226
1537508,26,455,7285
1520638,26,455,6290
1590875,26,455,8402
1526650,26,455,7052
1520475,26,455,6127
1674300,26,455,9341
1068486,26,455,3572
1511583,26,455,5360
1517038,26,455,5565
998563,26,455,2899
1068419,26,455,3505
1297963,26,455,4048
1591836,26,455,8738
998772,26,455,3108
1517820,26,455,5722
1519303,26,455,6080
1523750,26,455,6527
1526447,26,455,6974
1509106,26,455,5133
1519033,26,455,5935
1538958,26,455,7485
1583921,26,455,7823
1583966,26,455,7868
1537538,26,455,7315
1591368,26,455,8520
1585956,26,455,8108
1053927,26,470,2388
1058586,26,470,2672
1089705,26,470,3416
531852,5,140,150
29454,5,53,135
173353,11,152,178
309330,16,213,157
184012,13,44,93
191860,13,169,76
519679,21,267,520
1591763,26,455,8665
1591868,26,455,8770
1677195,26,455,9862
1677166,26,455,9833
1677132,26,455,9799
1672534,26,455,9074
1714585,26,510,9042
1497910,26,510,6812
1641849,26,510,8376
1615391,26,510,7543
1617835,26,510,7862
1243268,26,510,2853
1506358,26,510,7135
1659043,26,510,8945
1719141,26,510,9852
1497948,26,510,6850
1653105,26,510,8632
1715613,26,510,9195
1716831,26,510,9539
1716885,26,510,9593
1353779,26,510,4489
1231160,26,510,2495
1355028,26,510,4613
1270530,26,510,3615
1216856,26,510,2066
1229787,26,510,2372
1280552,26,510,3887
1353765,26,510,4475
1356868,26,510,4953
1649798,26,510,8575
1653169,26,510,8696
1617772,26,510,7799
1653171,26,510,8698
1716435,26,510,9392
1714578,26,510,9035
1719685,26,510,9896
1718837,26,510,9672
1617781,26,510,7808
1719142,26,510,9853
1636678,26,510,8080
1486959,26,510,6111
1497891,26,510,6793
1497886,26,510,6788
1500477,26,510,6879
1500556,26,510,6958
1482248,26,510,5775
1507420,26,510,7447
1615370,26,510,7522
1714553,26,510,9010
1202566,26,510,1276
1087341,26,480,2927
1676033,26,455,9699
1591871,26,455,8773
1674212,26,455,9253
1301598,26,455,4808
1301276,26,455,4611
1520720,26,455,6372
1302330,26,455,4915
1719779,26,510,9990
1637606,26,510,8258
1477714,26,510,5741
1714659,26,510,9116
1637093,26,510,8245
1636991,26,510,8143
1475807,26,510,5584
1506356,26,510,7133
1470365,26,510,5142
1507348,26,510,7375
1637013,26,510,8165
934674,26,403,3275
907781,26,403,2382
895863,26,403,2214
865852,26,403,953
842614,26,392,340
909785,26,403,2761
857615,26,403,466
864790,26,403,766
864841,26,403,817
865870,26,403,971
872855,26,403,1206
891895,26,403,1996
1270693,26,513,3278
1282202,26,513,3787
1356573,26,513,4783
1358238,26,513,5015
868821,26,403,1047
624452,2,118,2836
624236,2,118,2825
600151,2,100,2657
547715,2,96,2440
1651534,26,492,8561
1261551,26,492,2886
1261609,26,492,2944
1266555,26,492,3015
1266624,26,492,3084
1266586,26,492,3046
1271838,26,492,3298
1271796,26,492,3256
1270580,26,492,3165
1271867,26,492,3327
1271899,26,492,3359
1266638,26,492,3098
1272454,26,492,3414
1271863,26,492,3323
1266567,26,492,3027
1507303,26,510,7330
1229762,26,510,2347
1716405,26,510,9362
1280581,26,510,3916
1353036,26,510,4246
1718829,26,510,9664
1356359,26,510,4694
1355024,26,510,4609
1280661,26,510,3996
1352924,26,510,4134
1356775,26,510,4860
1473325,26,510,5352
1718886,26,510,9721
1474071,26,510,5473
1486865,26,510,6017
1473982,26,510,5384
1659061,26,510,8963
1491302,26,510,6204
1617192,26,510,7719
1486926,26,510,6078
1507352,26,510,7379
1493628,26,510,6280
1501846,26,510,7123
1615453,26,510,7605
1507364,26,510,7391
1495851,26,510,6503
1617824,26,510,7851
1637652,26,510,8304
1637646,26,510,8298
1637683,26,510,8335
1216907,26,510,2117
775603,25,369,90
1428366,26,391,6018
1454308,26,391,7460
1663903,26,391,9559
1660608,26,391,9011
1571392,26,391,8294
933204,26,391,3805
933251,26,391,3852
1281579,26,492,3789
1281583,26,492,3793
1281651,26,492,3861
1333323,26,492,4033
1333563,26,492,4148
1335584,26,492,4669
1281641,26,492,3851
1281932,26,492,3892
1333616,26,492,4201
1334095,26,492,4305
1334044,26,492,4254
1333377,26,492,4087
1334118,26,492,4328
1335053,26,492,4388
1335137,26,492,4472
1335369,26,492,4579
1335312,26,492,4522
1335651,26,492,4736
1336417,26,492,4877
1336446,26,492,4906
1336464,26,492,4924
588432,2,100,2613
313238,16,199,154
1905900,26,490,10445
1888535,26,487,10334
1298289,26,411,4249
1920607,26,492,11773
1657566,26,512,8968
1640560,26,491,8462
1652350,26,497,8627
1922263,26,498,10053
1787162,26,457,11608
1689189,26,472,9870
1219131,26,511,1841
1620034,26,503,7936
1883330,26,528,4505
1950029,26,505,10312
1967588,26,503,11621
1619345,26,503,7872
1898796,26,487,11967
2160511,26,547,4409
1866473,26,478,10778
2293827,26,557,7975
1743440,26,391,11522
1532870,26,501,6397
1848348,26,526,8529
1946206,26,503,10115
1720358,26,514,9195
1734687,26,383,11147
1759635,26,400,11462
2310625,26,560,1023
2338841,26,561,6364
2154892,26,546,4540
1681427,26,467,9474
2243754,26,553,10402
1897949,26,489,11995
1970618,26,505,11776
1878054,26,528,730
1925209,26,530,2249
2292507,26,557,7155
2291317,26,557,6340
1582584,26,411,8611
845244,26,407,345
2042147,26,537,795
2295261,26,557,9284
1328392,26,488,4227
2291524,26,557,6547
1336107,26,490,4692
1334035,26,490,4370
1701007,26,490,9950
1260026,26,490,3486
1273727,26,490,3812
1260012,26,490,3472
1471390,26,490,5042
1697462,26,490,9150
1259923,26,490,3383
1911409,26,490,11328
1473872,26,490,5274
1333205,26,490,4165
1334914,26,490,4499
1334827,26,490,4412
1260247,26,490,3582
1651768,26,490,8545
1280922,26,490,3882
1699452,26,490,9393
1625639,26,490,7791
1911240,26,490,11159
1237077,26,490,2287
1626691,26,490,7968
1332817,26,490,4027
1473955,26,490,5357
1481994,26,490,5521
1700664,26,490,9607
1911323,26,490,11242
1700195,26,487,9762
1931972,26,530,5760
2282562,26,557,1210
1909622,26,490,11042
2289844,26,557,5242
1655383,26,490,8910
1219766,26,490,1601
1653380,26,490,8657
1635942,26,490,8219
1485093,26,490,5870
1653796,26,490,8823
1908290,26,490,10710
2310957,26,560,1355
1262300,26,494,3260
1789567,26,524,138
2055185,26,538,5208
2218558,26,552,3706
2005591,26,513,10491
1848487,26,526,8668
1740402,26,391,11360
1711199,26,498,9402
2026262,26,535,6160
2298094,26,557,10117
2298798,26,557,10696
2304421,26,557,11819
1653452,26,490,8729
1699044,26,490,9359
1903994,26,490,10164
1909595,26,490,11015
1911900,26,490,11444
1653402,26,490,8679
1653809,26,490,8836
1700950,26,490,9893
1918243,26,490,11784
1909483,26,490,10903
1914884,26,490,11550
1488783,26,490,6185
1649474,26,490,8376
1907139,26,490,10559
1695983,26,490,9046
1908213,26,490,10633
1905785,26,490,10330
1653440,26,490,8717
1700633,26,490,9576
1651739,26,490,8516
1911357,26,490,11276
1700722,26,490,9665
1329628,26,486,4588
1097276,26,468,3362
1377566,26,411,5468
1361309,26,407,5711
1612691,26,480,8218
1675512,26,459,9679
1674913,26,459,9580
1674431,26,459,9473
1674918,26,459,9585
1673453,26,459,9120
1673371,26,459,9038
1674412,26,459,9454
1591309,26,459,8711
1673909,26,459,9201
1590653,26,459,8555
1590623,26,459,8525
1590636,26,459,8538
1682112,26,467,9784
1682103,26,467,9775
1681832,26,467,9629
1598568,26,467,8220
938662,26,403,3513
934698,26,403,3299
888134,26,403,1860
1539302,26,459,7329
1537268,26,459,7045
1539293,26,459,7320
1585464,26,459,7741
1675570,26,459,9737
1584545,26,459,7572
1675576,26,459,9743
1676085,26,459,9752
1600334,26,467,8611
1451366,26,467,7393
1593400,26,467,7552
1451401,26,467,7428
1598515,26,467,8167
1681904,26,467,9701
1442009,26,467,6786
1413285,26,467,5062
1413298,26,467,5075
1426341,26,467,5743
1427856,26,467,5758
1431717,26,467,6244
1594414,26,467,7691
1594400,26,467,7677
1597873,26,467,7900
1597935,26,467,7962
1597950,26,467,7977
1598194,26,467,8096
1598585,26,467,8237
1598738,26,467,8265
1600600,26,467,8627
1600687,26,467,8714
1598845,26,467,8372
1598832,26,467,8359
1600856,26,467,8758
1678355,26,467,9026
1600967,26,467,8869
1678356,26,467,9027
1678417,26,467,9088
1678403,26,467,9074
1678429,26,467,9100
1679355,26,467,9151
1679360,26,467,9156
1679356,26,467,9152
1679382,26,467,9178
1679416,26,467,9212
1683630,26,467,9930
1681035,26,467,9331
1447962,26,467,7239
898046,26,399,2397
910393,26,399,2869
928463,26,399,3314
1384765,26,399,6417
1369829,26,399,5481
1379123,26,399,6025
1659032,26,510,8934
1659050,26,510,8952
1714649,26,510,9106
1714601,26,510,9058
1715546,26,510,9128
1716311,26,510,9268
1716417,26,510,9374
1715621,26,510,9203
1716415,26,510,9372
1715572,26,510,9154
1719043,26,510,9754
1716910,26,510,9618
1719679,26,510,9890
1716343,26,510,9300
1716872,26,510,9580
1716525,26,510,9482
1718796,26,510,9631
1718818,26,510,9653
1719767,26,510,9978
1976401,26,510,10057
1978569,26,510,10224
1719149,26,510,9860
1986321,26,510,10726
1978546,26,510,10201
1980425,26,510,10455
1986498,26,510,10778
1986555,26,510,10835
1986223,26,510,10628
1909539,26,490,10959
1496124,26,490,6776
1635891,26,490,8168
1639414,26,490,8316
1655457,26,490,8984
1695954,26,490,9017
1696013,26,490,9076
1697514,26,490,9202
1698995,26,490,9310
1700567,26,490,9510
1700686,26,490,9629
1700802,26,490,9745
1700931,26,490,9874
1699519,26,490,9460
1902111,26,490,10031
1700939,26,490,9882
1718804,26,510,9639
1714600,26,510,9057
1718856,26,510,9691
1716510,26,510,9467
1715599,26,510,9181
1716418,26,510,9375
1716368,26,510,9325
1987568,26,510,10973
1716455,26,510,9412
1978585,26,510,10240
1980395,26,510,10425
1718873,26,510,9708
1980758,26,510,10538
1979663,26,510,10318
1980837,26,510,10617
1978521,26,510,10176
1980362,26,510,10392
1979672,26,510,10327
1987478,26,510,10883
1989657,26,510,11311
1989335,26,510,11239
1988344,26,510,11124
1986286,26,510,10691
1991606,26,510,11385
1989632,26,510,11286
1617197,26,510,7724
1715606,26,510,9188
1716864,26,510,9572
1716882,26,510,9590
1976447,26,510,10103
1986259,26,510,10664
1506456,26,510,7233
1719731,26,510,9942
1413302,26,467,5079
1436822,26,467,6599
1600251,26,467,8528
1679366,26,467,9162
1690881,26,480,9190
1649845,26,510,8622
1501735,26,510,7012
1715612,26,510,9194
1591888,26,455,8790
1591914,26,455,8816
1591950,26,455,8852
1591442,26,455,8594
1672485,26,455,9025
1590958,26,455,8485
1590960,26,455,8487
1591913,26,455,8815
1592202,26,455,8979
1591894,26,455,8796
1591966,26,455,8868
1590899,26,455,8426
1591895,26,455,8797
1592114,26,455,8891
1672467,26,455,9007
1823625,26,467,10688
1817931,26,467,10370
1441637,26,467,6664
1451393,26,467,7420
1817930,26,467,10369
1436465,26,467,6492
1823642,26,467,10705
1681782,26,467,9579
1433787,26,467,6314
1681878,26,467,9675
1823162,26,467,10600
1678451,26,467,9122
1823167,26,467,10605
1823610,26,467,10673
1823768,26,467,10831
1449157,26,467,7309
1599672,26,467,8449
1381030,26,480,5807
1867601,26,480,10905
1371820,26,480,5097
1681057,26,467,9353
1442061,26,467,6838
1681858,26,467,9655
1601343,26,467,8995
1683639,26,467,9939
1447926,26,467,7203
1541229,32,515,631
411845,2,244,567
1447952,26,467,7229
1065412,26,467,2873
1421385,26,467,5287
1423694,26,467,5596
1431305,26,467,6082
1436847,26,467,6624
1451450,26,467,7477
1441977,26,467,6754
1598783,26,467,8310
1598791,26,467,8318
1600648,26,467,8675
1600654,26,467,8681
1601337,26,467,8989
1678391,26,467,9062
1681935,26,467,9732
1650160,26,481,8937
1421393,26,467,5295
1387824,26,480,6351
1694600,26,480,9911
1405745,26,480,7397
1395827,26,480,6604
1612280,26,480,8057
1694606,26,480,9917
1858279,26,480,10084
1392885,26,480,6412
1315069,26,467,4529
1104491,26,467,3702
2538119,26,538,13639
2416655,26,456,12050
1922338,26,496,10003
2581946,26,460,12341
1314487,26,467,4322
1422969,26,467,5496
1421337,26,467,5239
1316432,26,467,4767
1431271,26,467,6048
1431309,26,467,6086
1431715,26,467,6242
1443906,26,467,6933
1433822,26,467,6349
1433759,26,467,6286
1447666,26,467,7068
2030490,26,536,5013
2193601,26,548,10999
1965951,26,532,6609
1316328,26,472,4663
2368369,26,564,6142
2104900,26,541,9173
1979151,26,533,2557
1327486,26,483,4696
1494219,26,502,7121
2252454,26,555,2977
2249409,26,554,2807
2163974,26,546,8747
1287518,26,383,4978
1979889,26,533,2670
2249530,26,554,2928
2249538,26,554,2936
2249644,26,554,3042
2249664,26,554,3062
2032677,26,536,6450
1382688,26,472,5465
1966954,26,532,7112
1979200,26,533,2606
2368843,26,564,6616
2255349,26,555,4247
2105096,26,541,9369
2249437,26,554,2835
1361843,26,383,5995
2032684,26,536,6457
2369933,26,564,6956
1979994,26,533,2775
1385907,26,472,5559
1968305,26,532,8088
2105110,26,541,9383
2250168,26,554,3191
1362329,26,383,6231
2255489,26,555,4262
511793,2,204,1746
515085,21,263,399
532053,2,199,1843
1872069,26,480,11496
1875693,26,480,11619
1036845,26,480,1556
1087328,26,480,2914
1078159,26,480,2745
1087340,26,480,2926
1866123,26,480,10552
1090842,26,480,3053
1324475,26,480,4060
1106430,26,480,3766
1056758,26,480,2344
1326413,26,480,4748
1371899,26,480,5176
1401462,26,480,7114
1401498,26,480,7150
1401467,26,480,7119
1401562,26,480,7214
1612622,26,480,8149
1401557,26,480,7209
1606083,26,480,7610
1371763,26,480,5040
1401358,26,480,7010
1016647,26,470,608
2355989,26,563,2387
2740415,33,628,659
2705107,33,623,903
2713901,33,624,809
788944,2,320,384
2731366,33,627,498
2288324,26,557,4222
2290026,26,557,5424
2290244,26,557,5642
1068504,26,455,3590
2722343,33,626,363
2153294,26,546,3317
2154688,26,546,4336
2154783,26,546,4431
2154825,26,546,4473
2154805,26,546,4453
2154956,26,546,4604
2155154,26,546,4802
2155158,26,546,4806
2154964,26,546,4612
2154938,26,546,4586
1174619,26,486,3079
1174621,26,486,3081
1332779,26,486,4989
1329375,26,486,4460
2166205,26,546,9728
1329648,26,486,4608
1329644,26,486,4604
2154305,26,546,3953
1328767,26,486,4227
1332666,26,486,4876
2158115,26,546,6013
1169875,26,486,2210
1171609,26,486,2444
1265529,26,485,3989
2153407,26,546,3430
1332550,26,485,4885
1328520,26,485,4230
2155058,26,546,4706
1170072,26,485,2532
1174977,26,486,3187
1172825,26,485,3160
1170137,26,485,2597
1189648,26,486,3358
1265417,26,485,3877
1170136,26,485,2596
1329154,26,486,4364
2089598,26,541,246
2169908,26,546,10681
2093975,26,542,748
2093149,26,542,422
2093151,26,542,424
2167939,26,546,10462
2153717,26,546,3615
2153984,26,546,3757
2155284,26,546,4932
2154934,26,546,4582
2155383,26,546,5031
2154018,26,546,3791
2154484,26,546,4132
2155666,26,546,5314
2156158,26,546,5431
2156784,26,546,5557
2156771,26,546,5544
2157366,26,546,5764
2157432,26,546,5830
2159195,26,546,6468
2159169,26,546,6442
2158186,26,546,6084
2160340,26,546,6613
2161760,26,546,7408
2161310,26,546,7083
2161758,26,546,7406
2161764,26,546,7412
2161363,26,546,7136
2161970,26,546,7618
2163721,26,546,8619
2162271,26,546,7794
2162592,26,546,7990
2163912,26,546,8685
2163862,26,546,8635
2164024,26,546,8797
2164083,26,546,8856
2166187,26,546,9710
2164686,26,546,9084
2165109,26,546,9132
2166113,26,546,9636
2166524,26,546,9797
2166988,26,546,10011
2167786,26,546,10309
2169926,26,546,10699
2170927,26,546,11075
2170298,26,546,10821
2167898,26,546,10421
2167987,26,546,10510
2170535,26,546,10933
2152074,26,546,2597
2153364,26,546,3387
2151952,26,546,2475
2153614,26,546,3512
2153453,26,546,3476
2154022,26,546,3795
2155162,26,546,4810
2154416,26,546,4064
2156760,26,546,5533
2155325,26,546,4973
2158192,26,546,6090
2154957,26,546,4605
2154870,26,546,4518
2155042,26,546,4690
2156187,26,546,5460
2155512,26,546,5160
2155633,26,546,5281
2160459,26,546,6732
2157461,26,546,5859
2157433,26,546,5831
2158730,26,546,6253
2161042,26,546,6940
2161288,26,546,7061
2161043,26,546,6941
2158813,26,546,6336
2162031,26,546,7679
2161984,26,546,7632
2161870,26,546,7518
2161416,26,546,7189
2161564,26,546,7337
2163626,26,546,8524
2170347,26,546,10870
2165370,26,546,9393
2168029,26,546,10552
2163856,26,546,8629
2163648,26,546,8546
2170551,26,546,10949
2151082,26,546,1730
2151673,26,546,2196
2151080,26,546,1728
2151422,26,546,1945
2151487,26,546,2010
2151741,26,546,2264
2152554,26,546,2952
2152152,26,546,2675
2150753,26,546,1401
2153056,26,546,3204
2153674,26,546,3572
2153228,26,546,3251
2152166,26,546,2689
2153868,26,546,3641
2154595,26,546,4243
2154296,26,546,3944
2154777,26,546,4425
2155176,26,546,4824
2155081,26,546,4729
2155316,26,546,4964
2155165,26,546,4813
2155636,26,546,5284
2155412,26,546,5060
2155420,26,546,5068
2155719,26,546,5367
2149379,26,546,27
2149426,26,546,74
2149384,26,546,32
2149435,26,546,83
2149417,26,546,65
2149494,26,546,142
2160444,26,546,6717
2161249,26,546,7022
2161953,26,546,7601
2161081,26,546,6979
2162494,26,546,7892
2163372,26,546,8270
2163375,26,546,8273
2163980,26,546,8753
2165251,26,546,9274
2165237,26,546,9260
2164049,26,546,8822
2164102,26,546,8875
2164718,26,546,9116
2165385,26,546,9408
2165423,26,546,9446
2166990,26,546,10013
2166025,26,546,9548
2169966,26,546,10739
2170539,26,546,10937
2167305,26,546,10203
2170907,26,546,11055
2167237,26,546,10135
2170275,26,546,10798
2170553,26,546,10951
2167234,26,546,10132
2165116,26,546,9139
2151393,26,546,1916
2151517,26,546,2040
2151612,26,546,2135
2152111,26,546,2634
2152725,26,546,3123
2152371,26,546,2769
2153081,26,546,3229
2153072,26,546,3220
2152147,26,546,2670
2153411,26,546,3434
2153102,26,546,3250
2153654,26,546,3552
2153429,26,546,3452
2159204,26,546,6477
2154320,26,546,3968
2154471,26,546,4119
2155362,26,546,5010
2158130,26,546,6028
2155489,26,546,5137
2155553,26,546,5201
2155681,26,546,5329
2157122,26,546,5645
2158196,26,546,6094
2160778,26,546,6801
2160321,26,546,6594
2161327,26,546,7100
2161241,26,546,7014
2161406,26,546,7179
2160462,26,546,6735
2161586,26,546,7359
2162257,26,546,7780
2166506,26,546,9779
2166567,26,546,9840
2165125,26,546,9148
2166587,26,546,9860
2166600,26,546,9873
2170525,26,546,10923
2168053,26,546,10576
2170497,26,546,10895
2166849,26,546,9997
2170901,26,546,11049
2162822,26,546,8220
2162029,26,546,7677
2150468,26,546,1116
2150624,26,546,1272
2150513,26,546,1161
2150580,26,546,1228
2150729,26,546,1377
2150640,26,546,1288
2150773,26,546,1421
2150776,26,546,1424
2150983,26,546,1631
2150999,26,546,1647
2150864,26,546,1512
2150630,26,546,1278
2149482,26,546,130
309337,16,213,164
974182,31,423,6
173425,11,152,250
1007728,26,471,64
1007703,26,471,39
1007726,26,471,62
2197446,26,550,94
